1.500000000000000000e+00,2.305257957836370775e-01,4.878800395809842483e-01,2.775882535917305605e-01,4.238933790375105093e-01,3.524592673400492315e-01,3.873735886141158047e-01,1.179397090896485006e-01,2.402557030384219472e-01,3.462062812494706154e-01,3.244621559438510827e-01,3.843769654867561225e-02,3.106113547832487498e-01,3.119818702918745190e-01,3.963975371582242890e-01,3.898942549103979749e-01,3.010973498725608710e-01,3.982997879594595281e-01,2.637578561183563375e-01,2.302786917173083869e-01,5.622405420381551000e-01,3.492669499252208931e-01,3.821066871694399625e-01,2.133289141946589362e-01,3.399434536681469332e-01,1.474209626241453075e-01,1.073020868582333920e-01,2.886230214673413119e-01,1.874094630806500683e-01,8.495225259007484209e-02,1.276958010612138372e-01,2.023146058919610690e-01,2.507664920431598721e-01,1.794887135524956545e-01,1.329073684809283507e-01,1.163122676180813331e-01,3.402697657357622862e-02,2.537033415747091403e-01,1.582671464686383200e-01,2.002244068037510039e-01,1.884226640390548324e-01,1.891091379768023439e-01,1.193351578926686446e-01,1.589119400061909659e-01,2.412210952906356787e-01,2.460051813405688403e-01,1.604653019648873968e-01,2.172976675988507467e-01,1.860785741412857297e-01,2.269110383133922659e-01,2.007847627556867964e-01,1.055900525727396233e-01,2.896204499813785915e-01,1.888376871658742351e-01,2.338509274835849083e-01,3.511734931886970057e-01,2.278745403421128524e-01,1.035860488816168629e-01,2.065758762296830697e-01,2.172576392481031515e-01,1.562705512787742057e-01,1.706416064023172363e-01,1.686214143297350976e-01,1.147685042133072958e-01,2.949607491848089680e-01,2.169210841815589763e-01,1.907573928935099028e-01,2.000966801471747714e-01
2.305257957836370775e-01,1.500000000000000000e+00,3.131688550909118574e-01,2.260019442647413501e-01,3.004316255598935559e-01,2.225486421940706949e-01,4.223131118064856748e-01,4.751981766144063313e-01,3.356704585638061733e-01,1.642514131230540797e-01,2.185741334800307134e-01,4.239669617996465467e-01,3.882907001540332192e-01,4.528473783271331210e-01,2.367839753422024685e-01,4.273728802095345669e-01,3.599562872116963130e-01,4.338023177426879595e-01,5.213111068611642196e-01,2.387105615490675570e-01,2.308311189153436915e-01,5.282788115464864820e-01,3.363098868451163126e-01,2.045214269163982135e-02,3.357024763278198543e-01,8.179925374234776198e-03,3.531782853332197242e-02,1.999749441864007160e-01,1.872631823200688883e-01,1.177852581434273155e-01,1.315564685840799330e-01,2.033770089976624784e-01,2.466212550862215414e-01,1.444247950256666302e-01,2.976549218404174191e-01,1.130985332341159361e-01,2.828588446585169613e-01,8.706820311979257543e-02,6.308967217895525281e-02,3.615319699148560328e-01,6.354844521559960269e-02,1.461342851699788392e-01,2.117511719260642689e-01,2.407212672470007142e-01,1.252792729992472653e-01,2.471880094189837229e-01,2.304492734266517240e-01,1.767718342196034909e-01,6.105897488466720952e-02,2.438416748021616787e-01,1.877363181840470963e-01,1.975418924821238098e-01,9.385270423762062664e-02,2.459785305880414774e-01,3.541671282180787472e-02,4.886109574684963097e-02,1.270374072818459821e-01,1.643349802973120277e-01,2.724669524974944190e-01,2.214298277708727225e-01,1.175758769048218383e-01,2.190267025204321871e-01,1.658778962294453763e-01,1.851194903879850306e-01,9.707112830222247579e-02,2.648774487530277111e-01,1.861924431920183587e-01,1.615084189272732729e-01
4.878800395809842483e-01,3.131688550909118574e-01,1.500000000000000000e+00,1.278604952008058349e-01,1.848139759446019992e-01,2.874943420327251697e-01,2.935555372284041065e-01,4.643486519045809668e-01,4.102652926585260706e-01,2.882639572075489931e-01,4.640224536774810171e-01,2.301277144908541183e-01,1.963488825477485433e-01,4.247085004100921712e-01,3.529694072671662464e-01,1.653241756803122686e-01,3.688449324529602391e-01,1.542594636825873056e-01,4.443480951739280371e-01,3.112434796930875214e-01,2.221433360434020565e-01,4.036517709206441373e-01,1.296017815178605315e-01,3.550073978311379941e-01,5.761161546762942620e-02,1.998560712205566525e-01,1.464635824273908538e-01,2.820582027627203114e-01,1.847401184746099434e-01,1.838538299303160151e-01,2.940953975732131243e-01,3.082244905667666512e-01,1.710043349129827528e-01,2.481262151564588292e-01,2.376785875516737589e-01,8.234516177746367682e-02,3.913282797219796993e-02,2.412502875271938518e-01,3.154652723425298011e-01,2.162682980151783840e-01,7.758921496755720459e-02,1.958779442518819858e-01,3.551833222079185948e-01,1.447402028547196406e-01,7.143514792382631151e-02,7.991359745433589123e-02,3.076851881977373249e-01,3.612829572215332519e-01,1.017851467150354683e-02,5.909135164731420947e-02,2.547482998760761674e-01,1.312217304076185309e-01,2.087239063985293908e-01,1.665295164251732740e-01,2.581186644892616289e-01,1.667616221143788380e-01,1.939694453969325050e-01,2.395012490581986397e-01,1.492743013875835190e-01,3.517763642489223352e-01,9.966131207786466106e-02,1.880066778760678403e-01,1.896190511483153984e-01,1.341693182389675776e-01,8.050520760581419966e-02,2.543194673740820089e-01,1.710369326141511492e-01,2.340153167733647344e-01
2.775882535917305605e-01,2.260019442647413501e-01,1.278604952008058349e-01,1.500000000000000000e+00,4.771994324633685447e-01,3.215098346099318216e-01,3.547813257288189859e-01,1.238527769418850399e-01,1.346422166721293334e-01,4.279015650703084095e-01,1.467183336764428248e-01,3.707010875938979710e-01,3.070993820326124446e-01,3.848587654920905821e-01,2.681898415262830571e-01,3.889258188581515840e-01,4.016801909544416849e-01,4.976910696312284998e-01,3.710474567209569030e-01,2.552538892929079317e-01,5.259670201158512803e-01,4.680282779933556681e-01,1.295189996025032375e-01,2.659156602720212370e-01,1.633384761574138977e-01,2.621087672454826545e-01,1.426791268226737519e-01,1.823926353736903538e-01,1.064548971254022230e-01,1.690860982104152033e-01,3.169661597108927586e-01,1.759613955405710806e-01,2.649114089468581623e-01,9.475872534702189931e-02,2.238271910299926004e-01,1.639509012328600190e-01,1.405798756876021904e-01,2.338237377302658793e-01,1.237114395246698972e-01,2.363109578021023727e-01,3.917556630283512697e-02,1.838865176478745311e-01,1.940092255487121387e-01,6.403340164376554455e-02,2.183523642401167253e-01,3.334499558247874251e-01,2.212946278788870125e-01,1.915652266383393865e-01,2.339736554458417273e-01,9.275753502467701250e-02,3.502798459789576713e-01,1.748797074896005777e-01,1.153885014114386098e-01,3.262091121179111486e-01,3.174437574357678038e-01,2.904805623381531143e-01,8.185730227508841716e-02,1.742058712688031585e-01,1.324671706249883063e-01,1.494447155321901310e-01,1.195175101233631049e-01,2.070022289730482357e-01,1.889642340853937286e-01,2.034638403875805857e-01,2.061384558518461751e-01,1.863618036144340795e-01,1.370649686317527982e-01,2.701557165686154227e-01
4.238933790375105093e-01,3.004316255598935559e-01,1.848139759446019992e-01,4.771994324633685447e-01,1.500000000000000000e+00,2.210982684146896027e-01,1.826267033149512331e-01,3.935785317686503193e-01,2.419681139524859081e-01,5.884801177522436255e-02,2.585604182924114980e-01,3.366497320560283280e-01,2.821912674576089186e-01,1.699504270733012690e-01,3.365318153028513115e-01,3.454638346683590600e-01,3.159313542097126337e-01,1.709583374334730510e-01,4.959750714197087573e-01,2.926501193667626621e-01,1.373957077923730619e-01,3.644125014792811701e-01,1.935780747577923733e-01,2.828294266915608590e-01,1.345866886464160417e-01,2.137567323498581751e-01,6.987999090613253306e-02,2.639992567814727353e-01,3.002774839005569740e-01,2.803564954989831159e-01,1.520471884244268823e-01,2.097392671640293249e-01,5.593266529373473739e-02,2.290850576148927287e-01,1.706397014292768688e-01,3.255837906291187411e-01,1.492452238614384863e-01,3.668751859023456907e-01,1.251358330216778281e-01,2.877102326905190410e-01,6.462032822200843019e-02,2.465802603273684057e-01,1.014339814118039168e-01,2.026506812581152783e-01,1.028562607777972482e-01,1.292301561296784751e-01,1.930944265747978894e-01,1.262877698527868908e-01,1.516652857604341466e-02,9.462317268987918695e-02,1.571838624747177726e-01,2.688682478773213314e-01,2.446600519756526038e-01,2.312393505062485810e-01,1.776614998936049683e-01,2.012124302458576652e-01,2.134476107057409200e-01,3.027455177646889983e-01,2.233406887099808613e-01,1.076377570228095465e-01,8.500919162437819976e-02,3.160568958132565220e-01,3.628330853328780026e-01,1.326844896486035763e-01,2.333186725169126841e-01,2.154002933719127433e-01,2.395571746795148449e-01,1.231427311276827030e-01
3.524592673400492315e-01,2.225486421940706949e-01,2.874943420327251697e-01,3.215098346099318216e-01,2.210982684146896027e-01,1.500000000000000000e+00,3.547699111807074424e-01,3.050355663029565845e-01,3.972217471702285119e-01,3.828909334424257516e-01,3.963799105687814128e-01,3.773692954476455252e-01,4.009441727002546196e-01,1.973689044527938696e-01,4.667384941364488005e-01,1.259229045073956554e-01,4.718111883836244580e-01,3.109429840158773883e-01,3.238944959860076134e-01,3.367351422253653803e-01,6.221148832728429744e-03,2.840762852641494640e-01,4.605103066971543563e-02,1.049006884881133056e-01,1.692131522266445143e-01,3.020691713280236335e-01,2.408513909376472362e-01,1.018729955686938776e-01,2.304062884349920293e-01,4.998403922464236815e-02,8.605830667773138598e-02,2.479794969693867590e-01,2.268786010056969560e-01,1.931400017090253440e-01,2.151820680801002639e-01,2.160170901061445325e-01,1.319031113886044437e-01,3.034937389123740781e-01,3.391068824493801981e-01,3.193513998934404130e-01,1.504474436026954631e-01,3.109976864350155745e-01,2.722153804869044680e-01,1.944417732752556360e-01,2.219816589610018320e-01,7.408618503490307927e-02,1.279559288010144180e-01,2.553490627135084345e-01,1.148070683345237264e-01,1.526114012641723028e-01,1.931122115601627831e-01,1.978592403283005452e-01,2.350016333263898471e-01,1.580995732928568431e-01,1.207119560796345720e-01,1.716175136061078021e-01,2.981786819602663119e-01,1.894826182475615739e-01,1.008068566934440941e-01,1.959552489417135113e-01,1.571327732271816657e-01,1.520762500361428349e-01,2.181746210838047262e-01,2.627940503305090658e-01,1.010179028490002101e-01,6.036943024859291879e-02,1.851335919035241862e-01,8.455557169491903502e-02
3.873735886141158047e-01,4.223131118064856748e-01,2.935555372284041065e-01,3.547813257288189859e-01,1.826267033149512331e-01,3.547699111807074424e-01,1.500000000000000000e+00,1.369009681512646792e-01,2.957258275067264353e-01,4.036083072194307508e-01,4.295145042842767880e-01,8.457283870672527293e-02,3.599592148055065777e-01,3.281777490866031877e-01,1.804953244504872711e-01,3.052858583388647906e-01,4.965496507219827604e-01,5.297077205313129034e-02,2.753022412461401114e-01,2.791113337178043330e-01,5.196203135530280681e-01,2.366943827309452575e-01,2.571763123070659462e-01,2.191522484609023935e-01,1.907582747558469183e-01,3.127599645971803621e-01,8.679362310335243802e-02,1.759595554998812927e-01,2.644380911647042226e-02,2.610871226974122994e-01,2.141743220456732988e-01,4.073679525081546487e-02,2.224851321818532013e-01,1.962209492465092631e-01,1.010814666145913171e-01,2.332767845515349436e-01,3.153629128014182603e-01,3.059066933696937829e-01,3.048931699970869880e-01,1.781805490308423501e-01,2.514255739618596053e-01,3.539290920421288567e-01,2.966265891340997274e-01,2.865505370951905717e-01,3.023783850747340241e-01,1.390343633956064029e-01,2.016765443194719898e-01,2.258969117013827077e-01,2.570192305032116264e-01,1.610020652853465795e-01,2.412762826414050488e-01,2.258781301059015756e-01,2.324194537607047750e-01,2.008308893226721237e-01,1.161362696281865725e-01,3.137147889978220139e-01,2.739747767529296940e-01,2.544158943330213640e-01,1.356134310017390598e-01,1.948688191003492554e-01,1.763594711481620558e-01,1.693303539878980024e-01,9.470526206899776422e-02,6.138564126406678007e-02,2.897354248359647055e-01,8.859999556579881141e-02,2.826420891399387125e-01,1.145915895276658630e-01
1.179397090896485006e-01,4.751981766144063313e-01,4.643486519045809668e-01,1.238527769418850399e-01,3.935785317686503193e-01,3.050355663029565845e-01,1.369009681512646792e-01,1.500000000000000000e+00,3.862261052509634585e-01,5.366554416161177787e-01,4.865039100674643513e-01,2.110613576773621713e-01,2.267489949267527116e-01,3.165842959982081983e-01,4.254630236257750941e-01,2.475380288021588049e-01,3.863240499149641072e-01,2.975735360051254830e-01,3.513964217420138536e-01,2.017010919719950113e-01,4.742229138315340320e-01,1.343085984059576021e-01,2.818881536147893607e-01,2.530184308381930314e-01,2.239251313599522064e-01,1.501714628420218467e-01,2.937632680061599277e-01,1.866138072361784028e-01,8.586873651228932314e-02,2.286896592958673757e-01,1.217638282108843423e-01,1.337811310473329962e-01,2.066167113601267147e-01,2.145641660988507060e-01,2.627377686005339941e-01,3.518010763342446778e-01,1.458645883596154658e-01,3.776536925119571286e-01,3.279998004768982511e-01,1.951088540160759721e-01,2.551658578212266937e-01,2.487199930509410295e-01,9.996909915304019734e-02,4.341798951869893508e-02,1.257352863385480246e-01,2.567885908362124159e-01,2.448509451393908465e-01,7.995135471970185592e-02,1.644266385094043659e-01,2.112747122034181191e-01,1.818518235094026270e-01,1.358764865663041888e-01,3.578694553731877059e-01,2.432235821990396674e-01,2.692556618591352979e-01,2.412851388997084845e-01,1.948120159060459100e-01,3.092475203484691404e-01,2.772207775331781976e-01,1.330360551601331986e-01,3.008436487005784477e-01,2.165230427010821357e-01,2.485970189504294880e-01,2.334791101676451375e-01,2.093671518235074858e-01,3.423695038717797789e-01,2.071090818420234236e-01,2.401869109207121489e-01
2.402557030384219472e-01,3.356704585638061733e-01,4.102652926585260706e-01,1.346422166721293334e-01,2.419681139524859081e-01,3.972217471702285119e-01,2.957258275067264353e-01,3.862261052509634585e-01,1.500000000000000000e+00,3.624320160959368931e-01,2.288615554655475948e-01,5.052639412530057772e-01,2.988169558190394426e-01,2.642161862081504609e-01,4.806551059577870988e-01,3.940962750436047823e-01,3.445941007893266184e-01,3.552339526784841772e-01,3.239380514751619700e-01,2.876884560698526605e-01,2.335549939442072009e-01,2.164744055802801381e-01,9.941360250570266399e-02,9.598352228060837155e-02,1.912520046095900761e-01,2.538805792461462096e-01,1.420069256606109609e-01,1.054195297318976099e-01,1.888637493763760111e-01,7.152404874985848759e-02,1.423475642279928843e-01,2.589268460061925348e-01,2.257877271461871949e-01,2.309548317041585919e-01,3.350393791114558706e-02,1.598729780172402082e-01,2.984058753079821824e-01,1.158257682370796016e-01,3.078076572247618881e-01,1.206244185967023791e-01,1.412618857395592509e-01,3.061668981543460566e-01,2.113375059085390584e-01,3.233471438705077250e-01,1.792649729721653706e-01,1.729655231413728955e-01,3.961012314645419585e-01,3.133290079572457199e-01,1.779662625423606426e-01,5.698541685015597047e-02,1.380693240828823228e-02,1.200305024866389625e-01,5.500250350339905975e-02,1.679062028323755618e-01,2.779186757494903071e-01,2.983526124520267664e-01,1.926134153038656927e-01,1.918812962314643267e-01,3.205923588563844850e-01,1.528342448584357194e-01,2.918777670373167155e-01,2.671252185272592339e-01,2.356595291094749078e-01,4.472344523038562780e-02,3.353165268305141611e-01,2.249764982690851400e-01,2.693680381853671424e-01,1.890986164791919888e-01
3.462062812494706154e-01,1.642514131230540797e-01,2.882639572075489931e-01,4.279015650703084095e-01,5.884801177522436255e-02,3.828909334424257516e-01,4.036083072194307508e-01,5.366554416161177787e-01,3.624320160959368931e-01,1.500000000000000000e+00,3.478750679319315697e-01,4.155652492693411304e-01,4.739995839606034878e-01,2.889962253568655326e-01,2.389270488746478849e-01,3.875074474553691362e-01,2.977236267353299271e-01,1.102016777142546949e-02,3.761368190158152491e-01,4.205036720937784800e-01,4.960572653441546187e-01,4.096616547603130210e-01,2.603128318951186682e-01,2.869563222259170487e-01,1.450616510226785394e-01,2.803359948372775579e-01,2.110181059374271473e-01,1.565405486280854186e-01,2.073554119484346536e-01,1.478081575839887973e-01,3.838289690818702526e-01,1.589494250117369500e-01,2.519665396395887047e-01,2.269309332431028725e-01,9.622855649838688019e-02,1.414065332754568804e-01,2.883956897305485212e-01,6.471998375125660730e-02,2.612011282657360906e-02,2.004202807993697710e-01,2.411003844728652479e-01,2.197641187992981637e-01,2.922956993119586455e-01,1.429608153786348090e-01,2.135111213330896651e-01,3.475192983754745724e-01,2.222606755786332711e-01,2.408696629338873962e-01,1.615382421575272676e-01,3.181478598406501934e-01,3.095670781677176686e-01,6.122327533504637320e-02,3.070707377500420665e-01,2.000257672440353129e-01,2.016803795964413892e-01,3.417408256456218318e-02,2.171283717844790240e-01,1.549455978058683348e-01,1.720991791096657397e-01,7.273651123824317888e-02,5.253247675134005423e-02,2.639490103045659120e-01,1.729657468079605631e-01,1.947267182351908876e-01,3.402587295984521032e-01,1.301437217899786836e-01,1.790484928676682741e-01,2.021092185349367132e-01
