Feature,Importance
alpha_dB_B31,0.0025998651849745537
beta_dB_B9,0.0025969923566296826
gamma_dB_B6,0.002578882099516318
alpha_dB_B12,0.0025647630467187043
theta_dB_A12,0.002544296405216572
gamma_dB_B18,0.0025381356889629583
alpha_dB_B29,0.0025333436488200758
gamma_dB_B25,0.002527047008496323
delta_dB_B17,0.0025188899035897294
theta_dB_A8,0.002515822002772989
alpha_dB_A15,0.002515737462741207
gamma_dB_B20,0.002509104116388593
gamma_dB_B1,0.002508187697813023
delta_dB_A17,0.0025020314935103277
gamma_dB_A6,0.0024639761653767727
alpha_dB_A9,0.002463493671310461
delta_dB_B11,0.0024491041306010323
beta_dB_A6,0.00244349580176796
gamma_dB_A28,0.0024402995216725367
theta_dB_B21,0.0024380972502125566
theta_dB_A19,0.0024328333209858873
alpha_dB_A27,0.0024307866088464744
alpha_dB_A3,0.0024304142018554444
beta_dB_A13,0.002423331997124541
alpha_dB_A21,0.0024230844708468023
gamma_dB_A3,0.002421648048146787
beta_dB_B5,0.0024064800825337996
alpha_dB_B23,0.0024008915760507996
gamma_dB_A10,0.002397666307974798
beta_dB_B23,0.0023976629782932767
alpha_dB_A32,0.0023929651784147764
gamma_dB_B14,0.002385032528451701
beta_dB_A12,0.0023763722784559222
beta_dB_A3,0.0023675929415047318
gamma_dB_A9,0.0023671606462744256
gamma_dB_B31,0.0023617153578073093
delta_dB_B26,0.0023530794899606585
beta_dB_A14,0.0023481151022278126
beta_dB_A8,0.002341858891184795
gamma_dB_B17,0.002337829454350509
gamma_dB_B4,0.0023311051122537133
beta_dB_A31,0.002318810449476451
beta_dB_B22,0.002298090517454481
gamma_dB_A13,0.0022975376901043652
gamma_dB_B22,0.0022935910784962358
alpha_dB_B10,0.0022879332071145246
beta_dB_B32,0.0022835077366739225
theta_dB_B18,0.0022748494559418565
beta_dB_B2,0.002263099400347298
delta_dB_B27,0.0022542379731551377
theta_dB_B1,0.002240338783485134
delta_dB_A22,0.0022210462417984822
gamma_dB_A1,0.0022103454848735626
gamma_dB_A2,0.0022069396466742105
beta_dB_A9,0.00220056447391097
beta_dB_B25,0.0021964702781260724
beta_dB_A22,0.002192001746255862
alpha_dB_B16,0.0021859765430781936
theta_dB_B32,0.0021786305693415014
gamma_dB_B30,0.0021712208070588804
beta_dB_B29,0.0021690754062007613
gamma_dB_B9,0.0021518400256687613
alpha_dB_A1,0.0021511555676234397
theta_dB_A13,0.0021469187981260894
alpha_dB_A2,0.0021337113681497706
alpha_dB_A19,0.002131727011915327
alpha_dB_B17,0.0021198146410590295
alpha_dB_A11,0.002106255968855702
gamma_dB_B19,0.0020935143466064526
alpha_dB_B15,0.002078424014703648
alpha_dB_B8,0.002077343503108997
alpha_dB_B7,0.002075460287933525
alpha_dB_B28,0.0020708760597372687
alpha_dB_B1,0.0020467310651706475
alpha_dB_B9,0.002037134111524964
gamma_dB_A12,0.00200528136048084
alpha_dB_B2,0.0019951196334979954
alpha_dB_B11,0.001994514899415143
alpha_dB_B14,0.0019026469438185925
theta_dB_B17,0.0018988776794473207
alpha_dB_A10,0.001691635355085227
beta_dB_B6,0.0016815349960146771
alpha_dB_B18,0.0016441901341748514
alpha_dB_A5,0.0016215369164874096
alpha_dB_B13,0.0016090829245608024
alpha_dB_B24,0.0014619840035585735
alpha_dB_A12,0.0014328283531656056
gamma_dB_B7,0.0013819135729501398
alpha_dB_A4,0.0013522735035184535
